Adjacency,C[LM[Atomic radius]],C[LM[Charge]],C[LM[Covalent radius]],C[LM[Electronegativity]],C[LM[Mass]],C[LM[Specific heat]],C[LM[vdWRadius]],C[Sh[Adjacency]],C[Sh[CfMax]],C[Sh[CfMin]],C[Sh[CjMax]],C[Sh[CjMin]],C[Sh[Conectivity]],C[Sh[D3D]],C[Sh[Detour]],C[Sh[Distance]],Conectivity,CS[LM[Atomic radius]],CS[LM[Charge]],CS[LM[Covalent radius]],CS[LM[Electronegativity]],CS[LM[Mass]],CS[LM[Specific heat]],CS[LM[vdWRadius]],CS[Sh[Adjacency]],CS[Sh[CfMax]],CS[Sh[CfMin]],CS[Sh[CjMax]],CS[Sh[CjMin]],CS[Sh[Conectivity]],CS[Sh[D3D]],CS[Sh[Detour]],CS[Sh[Distance]],D3D,Detour,Distance,DS,IE[CfMax],IE[CfMin],IE[CjMax],IE[CjMin],IP[CfMax],IP[CfMin],IP[CjMax],IP[CjMin],PD^2S[LM[Atomic radius]],PD^2S[LM[Charge]],PD^2S[LM[Covalent radius]],PD^2S[LM[Electronegativity]],PD^2S[LM[Mass]],PD^2S[LM[Specific heat]],PD^2S[LM[vdWRadius]],PD^2S[Sh[Adjacency]],PD^2S[Sh[CfMax]],PD^2S[Sh[CfMin]],PD^2S[Sh[CjMax]],PD^2S[Sh[CjMin]],PD^2S[Sh[Conectivity]],PD^2S[Sh[D3D]],PD^2S[Sh[Detour]],PD^2S[Sh[Distance]],PDS[LM[Atomic radius]],PDS[LM[Charge]],PDS[LM[Covalent radius]],PDS[LM[Electronegativity]],PDS[LM[Mass]],PDS[LM[Specific heat]],PDS[LM[vdWRadius]],PDS[Sh[Adjacency]],PDS[Sh[CfMax]],PDS[Sh[CfMin]],PDS[Sh[CjMax]],PDS[Sh[CjMin]],PDS[Sh[Conectivity]],PDS[Sh[D3D]],PDS[Sh[Detour]],PDS[Sh[Distance]],PDS1[LM[Atomic radius]],PDS1[LM[Charge]],PDS1[LM[Covalent radius]],PDS1[LM[Electronegativity]],PDS1[LM[Mass]],PDS1[LM[Specific heat]],PDS1[LM[vdWRadius]],PDS1[Sh[Adjacency]],PDS1[Sh[CfMax]],PDS1[Sh[CfMin]],PDS1[Sh[CjMax]],PDS1[Sh[CjMin]],PDS1[Sh[Conectivity]],PDS1[Sh[D3D]],PDS1[Sh[Detour]],PDS1[Sh[Distance]],PDS2[LM[Atomic radius]],PDS2[LM[Charge]],PDS2[LM[Covalent radius]],PDS2[LM[Electronegativity]],PDS2[LM[Mass]],PDS2[LM[Specific heat]],PDS2[LM[vdWRadius]],PDS2[Sh[Adjacency]],PDS2[Sh[CfMax]],PDS2[Sh[CfMin]],PDS2[Sh[CjMax]],PDS2[Sh[CjMin]],PDS2[Sh[Conectivity]],PDS2[Sh[D3D]],PDS2[Sh[Detour]],PDS2[Sh[Distance]],PDS3[LM[Atomic radius]],PDS3[LM[Charge]],PDS3[LM[Covalent radius]],PDS3[LM[Electronegativity]],PDS3[LM[Mass]],PDS3[LM[Specific heat]],PDS3[LM[vdWRadius]],PDS3[Sh[Adjacency]],PDS3[Sh[CfMax]],PDS3[Sh[CfMin]],PDS3[Sh[CjMax]],PDS3[Sh[CjMin]],PDS3[Sh[Conectivity]],PDS3[Sh[D3D]],PDS3[Sh[Detour]],PDS3[Sh[Distance]],PDS4[LM[Atomic radius]],PDS4[LM[Charge]],PDS4[LM[Covalent radius]],PDS4[LM[Electronegativity]],PDS4[LM[Mass]],PDS4[LM[Specific heat]],PDS4[LM[vdWRadius]],PDS4[Sh[Adjacency]],PDS4[Sh[CfMax]],PDS4[Sh[CfMin]],PDS4[Sh[CjMax]],PDS4[Sh[CjMin]],PDS4[Sh[Conectivity]],PDS4[Sh[D3D]],PDS4[Sh[Detour]],PDS4[Sh[Distance]],PRD^2S[LM[Atomic radius]],PRD^2S[LM[Charge]],PRD^2S[LM[Covalent radius]],PRD^2S[LM[Electronegativity]],PRD^2S[LM[Mass]],PRD^2S[LM[Specific heat]],PRD^2S[LM[vdWRadius]],PRD^2S[Sh[Adjacency]],PRD^2S[Sh[CfMax]],PRD^2S[Sh[CfMin]],PRD^2S[Sh[CjMax]],PRD^2S[Sh[CjMin]],PRD^2S[Sh[Conectivity]],PRD^2S[Sh[D3D]],PRD^2S[Sh[Detour]],PRD^2S[Sh[Distance]],PRDS[LM[Atomic radius]],PRDS[LM[Charge]],PRDS[LM[Covalent radius]],PRDS[LM[Electronegativity]],PRDS[LM[Mass]],PRDS[LM[Specific heat]],PRDS[LM[vdWRadius]],PRDS[Sh[Adjacency]],PRDS[Sh[CfMax]],PRDS[Sh[CfMin]],PRDS[Sh[CjMax]],PRDS[Sh[CjMin]],PRDS[Sh[Conectivity]],PRDS[Sh[D3D]],PRDS[Sh[Detour]],PRDS[Sh[Distance]],Randic,SCH[AdjacencyAdjacencyConectivity],SCH[CfMinAdjacencyCfMax],SCH[CjMinAdjacencyCjMax],SCH[DistanceAdjacencyDetour],Size,SzMin,U,WkOp[Adjacency Conectivity Distance],WkOp[CfMin CfMax D3D],WkOp[Detour CjMin CjMax],X[LM[Atomic radius]],X[LM[Charge]],X[LM[Covalent radius]],X[LM[Electronegativity]],X[LM[Mass]],X[LM[Specific heat]],X[LM[vdWRadius]],X[Sh[Adjacency]],X[Sh[CfMax]],X[Sh[CfMin]],X[Sh[CjMax]],X[Sh[CjMin]],X[Sh[Conectivity]],X[Sh[D3D]],X[Sh[Detour]],X[Sh[Distance]]
20,2.77821,0,2.82351,2.47817,2.09432,2.82843,2.5978,16.5709,2.57627,2.23439,2.57842,2.27255,16.3995,2.34398,2.07834,2.37036,28,260.27,0,221.34,745.28,3502,210.8,488.75,57,573,1961,561,1737,73,998.784,3565,885,490.892,1774,434,16.2744,30.5,588,30.5,588,274.5,2820,266.5,2329,3054.4,0,2609.6,8919.36,41856,2557.76,5763.2,40,6975,22928,6879,19271,56,17074.1,45644,15628,778.36,0,663.32,2248.68,10560,640.04,1464.8,40,1779,5990,1747,5145,56,3790.23,11464,3424,36.24,0,30.73,102.49,482,28.73,67.85,40,81,340,81,340,56,55.858,496,40,108.56,0,92.12,307.96,1448,86.52,203.4,0,240,788,224,664,0,291.3,1536,240,173.76,0,147.42,492.54,2316,138.3,325.5,0,381,1488,381,1416,0,647.732,2544,576,194.64,0,165.48,556.68,2616,157.32,365.4,0,456,1456,440,1140,0,971.008,2832,864,60.9305,0,51.6966,172.749,812.281,48.5133,114.145,40,136.253,528.591,134.003,503.513,56,142.075,851.269,114.74,103.652,0,88.0169,294.921,1386.41,83.0368,194.345,40,233.094,858.298,228.094,788.857,56,319.297,1472.92,272,8.3265,239,64349,56914,183312,17,1176,136,986,1.83E+32,2.03E+38,0.127628,0,0.127551,0.0102373,0.0102375,0.127064,0.0102396,0.123529,0.0104836,0.0120235,0.0104831,0.0120198,0.132941,0.0103373,0.0129633,0.0102425
10,2.28435,0,2.32748,1.8015,1.22567,2.3607,2.00836,9.55557,1.93992,1.83672,1.96866,1.88767,9.41183,1.74037,1.64078,1.7962,13,89,0,80,277,1700,73,168,30,201,339,194,294,36,272.365,426,230,131.183,208,110,7.75058,26,92,26,92,84.5,214,81,191.5,562.72,0,516.74,1825.62,11916,477.14,1068.5,20,1281,1843,1169,1519,26,2412.41,3116,2092,194.68,0,177.06,619.18,3944,162.06,368.5,20,447,709,419,593,26,747.05,1056,640,18,0,15.7,53.2,290,14.4,33.8,20,60,100,60,100,26,28.6782,68,20,50.16,0,44.32,151.6,872,40.56,94.4,0,80,224,80,172,0,138.091,288,112,69.18,0,62.76,218.7,1386,57.18,130.8,0,177,255,177,219,0,266.789,378,234,49.84,0,47.28,165.28,1256,39.52,94,0,120,120,92,92,0,260.276,272,224,27.671,0,24.3592,83.0757,471.078,22.2885,52.0372,20,78.5106,139.399,78.0731,131.129,26,60.3132,122.65,46.5667,41.6417,0,36.9883,126.946,746.1,33.7793,78.4283,20,107.567,192.233,105.817,173.483,26,111.24,201,90,4.60906,112,5923,5294,9680,10,184,45,268,8.49E+13,1.29E+16,0.123316,0,0.122671,0.0101948,0.0101732,0.122779,0.123202,0.12,0.0106041,0.0110113,0.0106041,0.0110087,0.126,0.0102938,0.0106945,0.0102057
12,2.32336,0,2.40029,1.85277,1.31725,2.4128,2.03375,10.37,2.00818,1.69273,2.01623,1.74443,10.0961,1.75332,1.46592,1.7922,17,108.35,0,92.4,313.94,1474,89.54,204.05,35,208,499,206,446,45,328.983,863,291,158.992,426,140,9.68714,17,150,17,150,93.5,440.5,92.5,380.5,765.16,0,654.57,2246.41,10538,646.57,1445.65,24,1684,3459,1659,2934,34,3245.64,6608,2992,249.84,0,213.43,729.19,3422,209.03,471.35,24,528,1173,521,1014,34,949.505,2156,860,21.68,0,18.41,61.69,290,17.37,40.65,24,40,132,40,132,34,33.3301,192,24,57.6,0,49,165.16,776,46.76,108.2,0,88,270,88,226,0,154.53,496,128,80.46,0,68.67,233.91,1098,66.87,151.65,0,192,402,189,369,0,294.304,678,270,63.6,0,54.6,189.48,888,55.08,120.6,0,148,264,144,192,0,316.366,560,288,33.0658,0,28.1135,94.5906,444.502,26.7359,62.078,24,60.9036,185.604,60.73,177.677,34,69.6975,289.701,55.7,50.055,0,42.6125,143.971,676.3,40.8505,94.0975,24,94.9833,264.867,94.4,245.3,34,130.475,435.533,110,5.37701,135,9371,8467,22360,11,300,55,342,1.73E+16,7.34E+19,0.125223,0,0.125123,0.0102191,0.0102193,0.124503,0.125119,0.121818,0.0103677,0.0112124,0.0103677,0.0112104,0.130909,0.0103101,0.0117682,0.0102241
20,2.34986,0,2.37658,2.1305,1.86299,2.3665,2.22265,17.7377,2.17886,2.00017,2.18213,2.01395,17.6369,2.00384,1.88361,2.02026,27,284.4,0,244.98,859.86,4032,245.7,542.16,58,811,2171,804,2038,72,1355.2,3292,1228,668.6,1637,605,15.989,104,508,104,508,466,2775,457,2488,5465.3,0,4760.9,17298.9,80984,4980.54,10557,40,14848,36692,14698,33394,54,42725.1,75506,40090,1050.54,0,909.94,3249.34,15224,932.06,2015.72,40,2942,7726,2910,7132,54,6871.98,13782,6366,35.66,0,30.48,104.36,490,29.6,67.37,40,143,331,143,331,54,55.7346,354,40,102.6,0,88.04,305.24,1432,87.16,194.68,0,286,892,286,814,0,278.923,1068,232,144.72,0,123.57,421.65,1980,119.61,273.06,0,447,1224,447,1176,0,549.688,1698,486,162.8,0,139.68,484.16,2272,137.6,308.96,0,376,1364,360,1292,0,816.251,2128,736,58.8732,0,50.4003,173.441,814.106,49.3028,111.423,40,208.411,527.053,208.054,512.865,54,142.26,617.326,115.752,102.434,0,87.8767,304.461,1428.58,86.7205,194.341,40,330.583,879.474,329.016,840.712,54,353.182,1146.52,306,8.63103,230,98679,92409,222597,18,1016,153,1314,5.01E+34,1.36E+40,0.12615,0,0.12596,0.0102217,0.010222,0.125197,0.125929,0.122222,0.0108025,0.0118639,0.0108025,0.0118617,0.13,0.0103175,0.0119967,0.0102288
18,2.42329,0,2.46177,2.12678,1.77269,2.44305,2.2498,15.6261,2.19864,1.9487,2.20477,1.97568,15.4756,1.98696,1.80177,2.0126,25,222.72,0,192.64,684.16,3200,202.88,425.6,52,521,1583,513,1443,66,949.37,2706,842,466.685,1345,413,14.437,36,461,36,461,299,1981.5,293,1739.5,3158.66,0,2743.72,9870.24,46116,2958.4,6062.5,36,8329,21259,8143,18471,50,21171.4,40298,19114,715.5,0,620.2,2217.04,10364,661.04,1370.3,36,1815,5065,1777,4505,50,4078.28,9182,3662,31.8,0,27.3,94.74,444,27.54,60.3,36,78,288,78,288,50,49.6658,404,36,90.8,0,78.4,276.96,1296,81.76,173.2,0,152,672,152,564,0,249.655,1184,208,129.78,0,112.56,403.08,1884,120.36,248.7,0,381,1029,381,993,0,500.252,1674,450,124.64,0,108.08,386.8,1808,115.44,238.8,0,280,912,264,824,0,634.459,1664,576,51.6579,0,44.4739,155.712,729.189,45.615,98.2422,36,120.076,436.082,119.691,418.483,50,121.928,662.171,99.0643,86.6117,0,74.7322,263.445,1232.98,77.6302,165.094,36,202.124,692.71,200.39,647.793,50,280.334,1114.91,240,7.72035,210,51156,47430,140776,16,922,120,926,2.68E+29,6.94E+34,0.126441,0,0.126266,0.0102248,0.0102253,0.125284,0.126261,0.1225,0.0104923,0.0118212,0.0104923,0.0118178,0.13125,0.0103183,0.0125624,0.0102316
12,2.2811,0,2.33199,1.9198,1.49992,2.31885,2.06587,10.5579,2.05341,1.79696,2.06375,1.83087,10.3632,1.83521,1.62564,1.86459,17,106.59,0,91.63,319.33,1496,93.17,202.4,35,207,499,204,458,45,337.684,859,299,163.342,424,144,9.6371,17,154,17,154,93,451.5,91.5,401.5,811.8,0,701.75,2487.83,11638,736.63,1550.35,24,1811,3705,1754,3252,34,3803.69,7088,3492,252.32,0,217.49,764.29,3578,224.61,480.45,24,541,1201,528,1074,34,1030.34,2200,932,21.36,0,18.27,62.67,294,18.03,40.35,24,40,132,40,132,34,33.0473,192,24,56.64,0,48.58,168.1,788,48.74,107.3,0,86,270,86,232,0,153.171,496,128,74.04,0,63.63,221.55,1038,64.59,140.55,0,177,375,177,357,0,275.095,636,252,56.32,0,48.44,169.08,792,49.4,107,0,140,248,132,204,0,280.605,480,256,32.3803,0,27.7349,95.56,448.122,27.602,61.2562,24,60.2164,184.801,60.0514,178.521,34,68.8232,287.9,55.2667,48.9033,0,41.9475,145.185,680.567,42.1048,92.6508,24,93.6167,263.267,92.9167,248.083,34,130.071,431.333,110,5.36017,135,9469,8770,22844,11,308,55,350,1.58E+16,6.88E+19,0.125236,0,0.125119,0.0102188,0.0102191,0.124434,0.125115,0.121818,0.0103676,0.0112124,0.0103676,0.0112107,0.130909,0.0103075,0.0117682,0.0102241
10,2.13859,0,2.18223,1.79298,1.405,2.1695,1.93474,9.67127,1.8816,1.77379,1.89052,1.79843,9.56222,1.72529,1.64238,1.75041,13,86.8,0,75.2,268.8,1260,76.4,166.7,30,212,350,208,319,36,272.948,428,244,131.474,209,117,7.77773,29,95.5,29,95.5,99,240,96.5,220.5,645.96,0,563.32,2053.72,9614,590.48,1249.55,20,1553,2234,1489,1998,26,3006.12,3886,2826,201.8,0,175.4,633.16,2966,180.96,388.95,20,499,782,483,700,26,819.615,1158,754,17.52,0,15.11,53.27,250,14.95,33.49,20,60,100,60,100,26,27.7782,68,20,45.64,0,39.32,138.12,648,39.08,87.08,0,90,206,90,172,0,124.593,248,104,62.52,0,54.15,193.35,906,55.35,119.97,0,162,261,162,237,0,235.84,360,216,40.96,0,35.8,131.48,616,37.08,79.56,0,120,148,104,124,0,208.003,240,192,26.4283,0,22.8084,80.573,378.023,22.705,50.5465,20,79.6206,138.225,79.3706,132.711,26,56.8796,117.777,45.5333,39.7213,0,34.3272,121.769,571.1,34.4392,76.0782,20,110.533,192.283,109.533,179.617,26,106.18,193.8,90,4.73638,107,6808,6257,10344,10,191,45,279,8.32E+13,1.07E+16,0.123066,0,0.12296,0.0102008,0.010201,0.12238,0.122954,0.12,0.0106046,0.0110104,0.0106046,0.0110087,0.126,0.0102841,0.0106925,0.0102053
17,2.55491,0,2.60131,2.1644,1.72768,2.58076,2.32741,15.5576,2.17556,2.0343,2.1808,2.05046,15.3098,2.04738,1.86109,2.0484,25,219.52,0,191.36,696.96,3264,199.04,424.64,50,863,1391,849,1291,66,868.674,1684,856,426.337,834,420,13.6361,110,346.5,110,346.5,605.5,1486.5,574.5,1289.5,3069.04,0,2704.68,10172.7,47576,2918.92,6014.2,34,11367,16832,11143,15790,50,17322.3,32680,18132,712.24,0,624.46,2313.74,10828,662.22,1387.26,34,2771,4270,2715,3960,50,3575.39,6828,3656,29.78,0,25.68,90.44,424,25.88,56.84,34,144,272,144,272,50,45.7409,130,34,80.36,0,69.4,245.64,1152,69.64,153.76,0,304,556,304,484,0,215.165,408,184,120.06,0,103.89,369.93,1734,105.45,230.19,0,615,909,615,855,0,437.406,822,414,143.44,0,125.32,459.56,2152,130.92,278.28,0,600,912,544,728,0,691.011,1328,672,48.4827,0,41.8988,148.585,696.517,42.4155,92.7994,34,220.579,399.482,219.704,385.607,50,111.775,255.824,95.7476,82.9632,0,71.9373,257.788,1208.01,73.5507,159.455,34,361.062,623.062,357.562,587.562,50,258.778,536.486,240,7.68154,196,67416,59866,90618,16,693,120,932,5.09E+28,1.08E+32,0.124954,0,0.124691,0.0102105,0.0102107,0.123914,0.124631,0.12125,0.0109096,0.0117176,0.0109096,0.0117153,0.13125,0.0102927,0.0108254,0.0102183
15,2.22896,0,2.26498,1.97172,1.65383,2.2589,2.07646,13.6936,2.01072,1.86827,2.01481,1.87849,13.5604,1.86284,1.76338,1.87455,21,173.88,0,148.96,513.52,2408,148.4,329,44,548,978,536,916,56,661.059,1200,616,323.529,593,301,12.0502,63,263.5,63,263.5,337.5,1028.5,322.5,921.5,2232.94,0,1926.68,6792,31788,2001.44,4256.3,30,6782,11065,6590,10473,42,13097.7,20662,12710,530.22,0,455.84,1589,7444,463.72,1006.9,30,1682,2867,1634,2683,42,2669.5,4490,2554,26.98,0,22.96,77.48,364,21.96,50.7,30,98,210,98,210,42,41.214,126,30,71.52,0,61.04,207.92,976,59.44,134.8,0,208,432,208,384,0,190.703,384,160,101.34,0,86.73,298.05,1398,85.89,191.55,0,438,648,438,600,0,366.139,654,342,99.36,0,85.12,293.44,1376,84.8,188,0,304,576,256,488,0,467.919,960,448,42.5094,0,36.238,122.973,577.44,35.0343,80.0246,30,148.49,302.927,147.74,293.774,42,94.2465,226.306,77.7929,69.4374,0,59.3081,202.519,950.44,58.0258,130.978,30,237.154,458.225,234.154,435.392,42,205.846,427.219,182,6.77086,168,35392,31980,52752,14,527,91,678,6.28E+23,3.68E+26,0.124896,0,0.124741,0.0102141,0.0102145,0.123813,0.124736,0.121429,0.0107075,0.0115156,0.0107075,0.0115139,0.13,0.0103013,0.0109139,0.0102201
18,2.55681,0,2.6087,2.18687,1.7488,2.59402,2.33695,15.5137,2.26854,1.97238,2.27385,2.00745,15.3191,2.03545,1.77808,2.06188,25,222.72,0,192.64,684.16,3200,202.88,425.6,52,534,1578,526,1400,66,894.742,2732,808,439.371,1358,396,14.4373,36,445,36,445,315,1910.5,308,1633,2849.12,0,2466.24,8779.52,41056,2608.64,5448.8,36,7954,19138,7800,16326,50,16873.6,36812,15720,688.08,0,595.56,2119.56,9912,629.64,1315.8,36,1814,4854,1780,4206,50,3562.18,8940,3280,31.8,0,27.3,94.74,444,27.54,60.3,36,78,288,78,288,50,49.6659,404,36,90.8,0,78.4,276.96,1296,81.76,173.2,0,156,672,156,544,0,249.734,1184,208,138.78,0,120.96,439.56,2052,132.84,267.3,0,414,1116,408,1038,0,533.648,1806,486,137.92,0,119.84,431.52,2016,129.44,264.8,0,304,984,288,824,0,700.692,1888,640,52.099,0,44.8751,157.348,736.761,46.1534,99.13,36,122.168,439.351,121.64,416.507,50,122.655,669.512,100.362,87.6432,0,75.666,267.212,1250.42,78.8595,167.16,36,207.838,699.452,205.838,640.49,50,277.007,1134.61,240,7.75402,210,51626,46674,136572,16,890,120,892,2.67E+29,8.21E+34,0.126465,0,0.126292,0.0102248,0.0102253,0.12532,0.126287,0.1225,0.0104925,0.0118212,0.0104925,0.0118172,0.13125,0.0103183,0.0125624,0.0102316
17,1.90655,0,1.92581,1.75109,1.5401,1.92453,1.81579,15.8141,1.76473,1.67445,1.76513,1.67611,15.7426,1.62439,1.60887,1.65365,23,233.6,0,203.52,669.44,3776,192.32,433.6,50,884,1460,880,1428,62,1289.86,1656,1032,636.93,820,508,13.505,136,398,136,398,684,1796,674,1710,5182.72,0,4515.52,15594.6,80288,4596,9792.8,34,16368,27016,16304,26752,46,49330,54984,40136,913.68,0,795.92,2679.92,14464,779.44,1710.4,34,3240,5312,3224,5224,46,7258.62,8512,5856,31.34,0,27.12,87.8,492,24.8,57.9,34,144,272,144,272,46,49.8481,130,34,80.96,0,70.44,228.68,1312,65.12,149.6,0,284,556,284,524,0,224.061,400,176,106.14,0,93.42,297.3,1872,84.9,194.4,0,570,798,570,774,0,412.038,534,342,90.4,0,79.84,249.44,1648,70.8,164.4,0,496,624,480,592,0,493.18,576,384,49.0334,0,42.5659,137.745,785.622,39.0479,90.5318,34,215.584,393.432,215.334,388.043,46,120.183,232.248,90.0167,82.8206,0,72.0614,233.919,1342.56,66.6108,153.032,34,352.433,614.452,351.433,601.785,46,307.801,474.254,240,7.73718,184,74620,71718,108040,16,796,120,1094,1.12E+29,6.17E+31,0.124498,0,0.124352,0.0102126,0.0102113,0.123593,0.124381,0.12125,0.010909,0.0117175,0.010909,0.0117165,0.12875,0.0103186,0.0108251,0.0102181
14,2.52407,0,2.551,2.00088,1.44498,2.5012,2.2347,13.5692,2.11947,2.0337,2.12826,2.05331,13.2629,1.91739,1.80922,1.94031,21,160.02,0,147.028,575.96,3612,161.462,318.92,42,538,840,530,772,56,626.39,942,586,306.195,464,286,10.9786,85,214,85,214,299,636.5,293,578.5,1715.6,0,1620.75,6725.18,43484,1865.33,3515.26,28,4977,6989,4849,6431,42,9799.66,13244,9500,457.3,0,426.432,1719.78,11056,478.978,923.98,28,1431,2159,1399,1973,42,2293.14,3248,2192,23.53,0,21.002,78.8,434,22.793,45.98,28,140,196,140,196,42,37.1497,76,28,67.56,0,60.488,225.76,1320,63.172,131.92,0,220,424,220,352,0,185.008,336,160,105.99,0,95.838,359.58,2274,101.277,207.18,0,321,645,321,603,0,403.797,714,378,110.12,0,102.264,404.96,2680,113.996,220.4,0,388,532,356,460,0,572.374,784,544,38.6602,0,34.7234,131.052,756.079,37.4155,75.765,28,188.105,283.855,187.605,272.174,42,91.5257,165.619,77.7,64.4965,0,58.4511,223.562,1344.3,63.2462,127.153,28,268.517,420.517,266.517,393.35,42,202.73,335.4,182,6.43043,168,28069,25640,39624,14,428,91,652,7.87E+22,3.98E+25,0.123877,0,0.123208,0.0101943,0.00100168,0.122821,0.123409,0.12,0.0110079,0.0114153,0.0110079,0.0114127,0.13,0.0102721,0.010555,0.0102058
12,1.99291,0,2.02504,1.77074,1.49187,2.02325,1.86037,11.7702,1.79987,1.72916,1.80337,1.73683,11.7073,1.66662,1.62693,1.68887,15,127.2,0,109.2,378.96,1776,110.16,241.2,36,402,592,395,552,42,492.57,686,434,240.285,337,211,9.37365,67,155,67,155,243,476.5,236.5,438.5,1532.02,0,1321.04,4647.72,21756,1367.24,2918.3,24,4245,5789,4133,5454,30,9494.91,11326,8606,370.9,0,319.2,1116.28,5228,326.68,705.1,24,1123,1599,1095,1488,30,1950.77,2486,1750,21.52,0,18.34,62.18,292,17.7,40.5,24,96,144,96,144,30,33.9339,72,24,53.32,0,45.64,156.92,736,45.24,100.8,0,160,294,160,256,0,144.669,264,120,74.04,0,63.63,221.55,1038,64.59,140.55,0,282,387,282,354,0,282.825,396,252,69.6,0,60.2,213.8,1000,63.4,133,0,236,304,208,264,0,355.449,464,320,32.8524,0,28.0623,95.8494,449.821,27.4694,61.9741,24,132.102,202.65,131.665,196.053,30,73.8746,133.929,58.6214,52.0786,0,44.5843,153.364,719.293,44.2341,98.4688,24,192.952,294.769,191.202,279.102,30,156.757,250.067,132,5.73638,123,18208,16835,24972,12,310,66,471,3.32E+18,6.87E+20,0.123067,0,0.122912,0.0101994,0.0101998,0.121998,0.122908,0.12,0.0108067,0.0112124,0.0108067,0.0112108,0.125,0.0102889,0.0106111,0.0102051
16,2.54532,0,2.61322,2.13118,1.62819,2.63026,2.29112,13.4017,2.29351,1.89814,2.29632,1.93438,13.1771,1.98022,1.67374,2.02455,22,176.12,0,149.94,506.66,2380,143.78,331.1,46,334,1040,332,938,58,622.597,1930,544,304.299,958,265,12.9296,24.5,248.5,24.5,248.5,142.5,1114.5,141.5,939,1693.78,0,1445.36,4920.84,23100,1406.12,3191.9,32,3562,9764,3537,8528,44,8612.41,19836,7742,474.94,0,404.88,1374.04,6452,391.48,894.1,32,966,2846,959,2514,44,2130.98,5568,1894,28.96,0,24.57,82.09,386,23.05,54.25,32,55,204,55,204,44,44.8725,346,32,83.08,0,70.56,236.56,1112,66.64,155.8,0,134,552,134,476,0,222.306,932,184,118.68,0,101.01,341.01,1602,96.69,223.05,0,255,741,252,669,0,447.664,1410,396,121.2,0,103.6,354.64,1664,101.84,228.8,0,244,728,240,640,0,605.849,1472,544,46.4745,0,39.4678,132.287,621.856,37.2569,87.1467,32,86.8669,316.059,86.6933,301.871,44,104.161,547.409,83.1,74.8903,0,63.6673,214.143,1006.33,60.508,140.585,32,141.883,492.033,141.3,456.133,44,216.738,878.267,182,6.86017,185,25015,22845,73946,14,497,91,616,6.09E+23,7.44E+28,0.126663,0,0.126575,0.0102301,0.0102304,0.126028,0.0102327,0.122857,0.0103977,0.011477,0.0103977,0.0114743,0.131429,0.0103286,0.0125051,0.0102352
16,1.98261,0,2.00517,1.7982,1.57257,1.99499,1.87552,14.7892,1.82807,1.71978,1.82869,1.72235,14.703,1.70698,1.64713,1.70464,22,196.05,0,169.5,601.8,2820,172.8,375.3,47,687,1211,683,1179,59,832.695,1399,823,408.847,692,404,12.7031,94,334,94,334,475,1407,466,1330,3601.28,0,3129.02,11270.6,52700,3330.78,6921.42,32,10852,18484,10788,18220,44,24305.9,36200,25720,700.88,0,607.26,2169.5,10156,631.58,1343.9,32,2336,4040,2320,3952,44,4043.46,6336,4176,28.28,0,24.28,84.36,396,23.8,53.74,32,120,240,120,240,44,43.9598,128,32,73.08,0,63.24,225.24,1056,63.96,140.16,0,236,492,236,460,0,199.937,392,168,93.24,0,81,291.96,1368,83.16,179.64,0,486,702,486,678,0,347.548,516,324,84,0,72.48,255.84,1200,72.48,160.56,0,368,576,352,544,0,389.288,704,384,43.9898,0,37.8781,132.829,623.198,37.5994,83.8741,32,178.363,346.236,178.113,340.847,44,99.687,226.272,83.3135,72.905,0,62.9015,221.947,1040.82,63.1215,139.302,32,285.849,533.054,284.849,520.387,44,229.124,442.057,210,7.23718,176,51766,49190,77208,15,668,105,884,2.43E+26,1.16E+29,0.124689,0,0.124542,0.0102131,0.0102135,0.123694,0.124537,0.121333,0.010808,0.0116166,0.010808,0.0116155,0.129333,0.0102998,0.0108665,0.010219
14,2.22382,0,2.27073,1.92711,1.55506,2.27982,2.04352,12.6174,1.96822,1.795,1.9705,1.80432,12.4403,1.804,1.68146,1.82658,20,151.71,0,129.22,437.32,2054,124.28,285.35,41,440,800,437,764,53,558.676,1009,505,272.838,498,246,11.2991,47,219,47,219,261,827.5,254,750.5,1757.72,0,1502.34,5141.3,24124,1476.02,3317.9,28,5093,8484,5045,8178,40,9849.51,15600,9180,440.04,0,375.48,1278.12,6000,365.16,829.2,28,1313,2276,1301,2176,40,2139.21,3584,1972,25.32,0,21.49,71.89,338,20.21,47.45,28,78,182,78,182,40,38.6819,124,28,64.88,0,55.16,185.56,872,52.44,121.8,0,172,352,172,314,0,172.261,336,144,86.4,0,73.5,247.74,1164,70.14,162.3,0,360,525,360,507,0,307.132,552,288,86.08,0,73.36,248.72,1168,70.8,162,0,252,468,240,424,0,420.977,784,384,39.0557,0,33.1781,111.321,523.253,31.3831,73.2594,28,119.401,257.508,119.213,251.404,40,85.1975,209.756,69.2381,62.3598,0,53.0303,178.538,838.943,50.4932,117.098,28,191.155,382.955,190.405,368.705,40,180.637,377.838,156,6.36017,155,25334,23465,39144,13,438,78,562,1.27E+21,5.81E+23,0.124743,0,0.124661,0.0102165,0.0102167,0.124148,0.124658,0.121538,0.0106067,0.0114137,0.0106067,0.0114122,0.130769,0.0103043,0.0109669,0.010221
